"id","title","tagline","category","subcategory","problem","solution","target_audience","business_model","pricing","leap_total","platform","tam","sam","pain_points","tech_stack","ai_tools","mvp_features","phase","status","created_date"
"CLAUDE-209","DropshipSEA","SEA dropshipping content + AI that finds local suppliers to avoid long China shipping times","SEA E-commerce","Dropshipping","Dropshipping in SEA often means 2-4 week China shipping that customers hate. AI that finds local/regional suppliers enables faster delivery and better customer satisfaction.,Create SEA dropshipping content. AI identifies local suppliers in SEA countries, compares costs vs China sourcing, and helps set up regional fulfillment.,Dropshippers wanting faster delivery; e-commerce sellers; aspiring online business owners,SEA supplier focus - knows regional manufacturing in Thailand, Vietnam, local wholesalers,Content + Per-search,Free content / $15 per supplier search","Dropshipping in SEA often means 2-4 week China shipping that customers hate. AI that finds local/regional suppliers enables faster delivery and better customer satisfaction.,Create SEA dropshipping content. AI identifies local suppliers in SEA countries, compares costs vs China sourcing, and helps set up regional fulfillment.,Dropshippers wanting faster delivery; e-commerce sellers; aspiring online business owners,SEA supplier focus - knows regional manufacturing in Thailand, Vietnam, local wholesalers,Content + Per-search,Free content / $15 per supplier search""","Dropshippers wanting faster delivery; e-commerce entrepreneurs; online business starters in SEA; sellers tired of customer complaints about shipping","Per-search with content marketing","Free dropshipping guides / $15 per supplier search / $79/month for unlimited supplier access","315","Web","$670M SEA dropshipping services market","$45M","Customers hate 2-4 week shipping from China and I get bad reviews | I don't know which products are made locally in SEA | Local suppliers are hard to find without connections | Cost comparison between China and local is complicated","Next.js + Supabase + OpenAI","GPT-4 for supplier research + regional database (manual curation)","Supplier finder + cost comparator + logistics calculator + quality guide","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-210","GrabMartSeller","Grab ecosystem content + AI that helps sellers optimize for GrabMart/GrabFood platforms","SEA E-commerce","Super App Commerce","Grab ecosystem (GrabMart, GrabFood) is massive sales channel in SEA. AI that optimizes listings, manages peak hours, and improves ranking helps merchants succeed.,Create Grab merchant content. AI optimizes product listings for Grab search, suggests peak hour management, and provides competitive pricing intelligence.,GrabMart sellers; GrabFood restaurants; Grab merchant partners across SEA,Understands Grab algorithms - ranking factors, promo mechanics, peak hour patterns,Content + SaaS,Free content / $12/mo for Grab optimization","Grab ecosystem (GrabMart, GrabFood) is massive sales channel in SEA. AI that optimizes listings, manages peak hours, and improves ranking helps merchants succeed.,Create Grab merchant content. AI optimizes product listings for Grab search, suggests peak hour management, and provides competitive pricing intelligence.,GrabMart sellers; GrabFood restaurants; Grab merchant partners across SEA,Understands Grab algorithms - ranking factors, promo mechanics, peak hour patterns,Content + SaaS,Free content / $12/mo for Grab optimization""","GrabMart sellers; GrabFood restaurant partners; Grab merchant partners across SEA; small F&B operators on delivery platforms","SaaS with content marketing","Free Grab merchant content / $12/month for Grab optimization tools / $39/month for multi-outlet businesses","325","Web","$890M food delivery merchant tools market in SEA","$45M","My Grab ranking dropped and I don't know why | I can't predict peak hour demand and waste food | Competitors' promos are beating me but I can't see their strategy | My ratings are hurting but I don't know what to fix","Next.js + Supabase + OpenAI","GPT-4 for optimization (no Grab API - manual entry)","Listing optimizer + peak manager + pricing intelligence + competitor tracker","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-211","OFWMoneyManager","OFW content + AI that helps overseas Filipino workers budget and send money home efficiently","SEA Remittance","OFW Finance","12M OFWs send $30B+ home yearly but many struggle with budgeting abroad and optimizing remittances. AI that helps manage money abroad while maximizing what gets home fills real need.","12M OFWs send $30B+ home yearly but many struggle with budgeting abroad and optimizing remittances. AI that helps manage money abroad while maximizing what gets home fills real need.","OFWs in Middle East, Hong Kong, Singapore, and worldwide; Filipino workers planning to go abroad; OFW families managing finances together","Freemium with premium features","Free content / ₱199/mo for premium (PH pricing)","340","Mobile","$1.2B OFW financial services market","$60M","I send money home but don't track if it's being used well | Exchange rates vary but I don't have time to compare | I want to save for return but keep dipping into savings | Coordinating finances with family back home is difficult","Next.js + Supabase + OpenAI","GPT-4 for budgeting + remittance rate scraping (no API needed)","Budget planner + rate comparator + family coordinator + savings tracker","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-212","MigrantWorkerRights","Migrant worker content + AI that explains rights and helps document issues in workers home language","SEA Remittance","Worker Rights","Millions of SEA migrant workers face exploitation but dont know their rights. AI that explains rights in native language and helps document issues empowers vulnerable workers.,Create content on migrant worker rights in destination countries (SG, MY, HK, Gulf). AI explains rights in workers language, helps document violations, and connects to help.,Indonesian domestic workers; Filipino workers; Bangladeshi construction workers; any SEA migrants,Multilingual rights information - explains in Bahasa, Tagalog, etc. with destination country law,Content + Free tool,Free content / Free tool (NGO partnership model)","Millions of SEA migrant workers face exploitation but dont know their rights. AI that explains rights in native language and helps document issues empowers vulnerable workers.,Create content on migrant worker rights in destination countries (SG, MY, HK, Gulf). AI explains rights in workers language, helps document violations, and connects to help.,Indonesian domestic workers; Filipino workers; Bangladeshi construction workers; any SEA migrants,Multilingual rights information - explains in Bahasa, Tagalog, etc. with destination country law,Content + Free tool,Free content / Free tool (NGO partnership model)""","Indonesian domestic workers in Hong Kong and Singapore; Filipino workers in Middle East; Bangladeshi construction workers; Myanmar workers in Thailand; all SEA migrant workers","NGO partnership with free tools","Free for workers / NGO sponsorship and grant funding model","305","WhatsApp","$120M migrant worker services market (NGO/grant funded)","$6M","I don't understand my rights in the destination country | My employer is violating my contract but I don't know what to do | I'm afraid to report issues because I might lose my job | I can't find help in my own language","Next.js + Supabase + OpenAI","GPT-4 multilingual for rights explanation (Bahasa Tagalog etc)","Rights explainer in 6+ SEA languages | Issue documentation tool | Violation reporting guide | Legal aid organization connector | Contract comparison checker","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-213","IndonesianWorkerAbroad","Indonesian migrant worker content + AI that helps with contracts and pre-departure preparation","SEA Remittance","Indonesian Workers","9M+ Indonesian workers abroad often sign contracts they dont understand. AI that reviews contracts, explains terms, and prepares workers pre-departure protects from exploitation.","9M+ Indonesian workers abroad often sign contracts they dont understand. AI that reviews contracts, explains terms, and prepares workers pre-departure protects from exploitation.","Create content for Indonesian workers going abroad. AI reviews employment contracts (translates from English/Arabic)","Per-service with content marketing","Free content / Rp50k per contract review (ID pricing)","310","Web/Mobile","$340M Indonesian migrant worker services market","$30M","I signed a contract in English/Arabic I don't fully understand | Agency promised different conditions than what's in my contract | I don't know what questions to ask before leaving | I arrived and conditions are different from what was promised","Next.js + Supabase + OpenAI","GPT-4 multilingual for contract analysis (Arabic English to Bahasa)","Contract analyzer + term explainer + red flag identifier + checklist generator","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-214","RemittanceOptimizer","Regional remittance content + AI that finds best rates across all corridors within SEA","SEA Remittance","Intra-ASEAN","Intra-ASEAN remittances are growing (MY to ID, SG to PH, etc.) but rate comparison across corridors is hard. AI that compares all options for any SEA corridor helps workers.,Create content on sending money within SEA. AI compares banks, e-wallets, and services for any SEA-to-SEA corridor, including timing and method recommendations.,SEA workers in other SEA countries; cross-border families; regional business payments,All SEA corridors - understands local options in each country (Touch'n Go, GCash, PromptPay, etc.),Content + Freemium,Free content / $3/mo for premium alerts","Intra-ASEAN remittances are growing (MY to ID, SG to PH, etc.) but rate comparison across corridors is hard. AI that compares all options for any SEA corridor helps workers.,Create content on sending money within SEA. AI compares banks, e-wallets, and services for any SEA-to-SEA corridor, including timing and method recommendations.,SEA workers in other SEA countries; cross-border families; regional business payments,All SEA corridors - understands local options in each country (Touch'n Go, GCash, PromptPay, etc.),Content + Freemium,Free content / $3/mo for premium alerts""","SEA workers in other SEA countries; cross-border families; regional business payment makers; anyone sending money within ASEAN","Freemium with affiliate commissions","Free rate comparison / $3/month for premium alerts and rate lock notifications","320","Web/Mobile","$560M intra-ASEAN remittance services market","$45M","I don't know if bank transfer or e-wallet is cheaper for my corridor | Rates change daily and I can't track them all | Different services have different fees I don't understand | I want to know the best time to send money","Next.js + Supabase + OpenAI","","All-corridor rate comparator | E-wallet vs bank comparison | Fee transparency calculator | Rate alert system | Best timing recommender","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-215","FamilyBackHome","Content for OFW families + AI that helps manage remittances and coordinate with worker abroad","SEA Remittance","Receiving Families","OFW families receive money but often dont manage it well. Communication with worker abroad is fragmented. AI that helps families budget and coordinate with abroad worker fills gap.,Create content for families receiving remittances. AI helps budget received funds, tracks expenses, and facilitates financial communication with family member abroad.,Families of OFWs; parents/spouses receiving remittances; household financial managers,Philippines-specific - understands family dynamics, educational expenses, local costs,Content + Freemium,Free content / ₱149/mo for family tools","OFW families receive money but often dont manage it well. Communication with worker abroad is fragmented. AI that helps families budget and coordinate with abroad worker fills gap.,Create content for families receiving remittances. AI helps budget received funds, tracks expenses, and facilitates financial communication with family member abroad.,Families of OFWs; parents/spouses receiving remittances; household financial managers,Philippines-specific - understands family dynamics, educational expenses, local costs,Content + Freemium,Free content / ₱149/mo for family tools""","Families of OFWs in Philippines; parents and spouses receiving regular remittances; household financial managers; OFWs wanting visibility into home expenses","Freemium with premium family features","Free basic tracking / ₱149/month for family coordination and shared visibility","325","Mobile","$450M OFW family financial services market","$30M","I send money home but don't know where it goes | Family asks for more but I don't know their real expenses | Kids' school expenses are unpredictable and we're always short | No visibility creates family conflict about money","Next.js + Supabase + OpenAI","GPT-4 for budgeting + simple tracking (no complex APIs)","Budget creator + expense tracker + report generator + family communicator","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-216","GoHomeWell","Return migration content + AI that helps migrant workers plan successful return and reintegration","SEA Remittance","Return Planning","Many migrant workers return home with no plan and struggle. AI that helps plan return - savings goals, business ideas, reintegration - makes returns successful.,Create content on returning home successfully. AI helps set savings targets, evaluates business ideas for home market, and plans reintegration.,Migrant workers planning return; those forced to return; workers nearing contract end,Understands return patterns - common business failures, realistic savings, reintegration challenges,Content + Premium,Free content / $10 for return planning package","Many migrant workers return home with no plan and struggle. AI that helps plan return - savings goals, business ideas, reintegration - makes returns successful.,Create content on returning home successfully. AI helps set savings targets, evaluates business ideas for home market, and plans reintegration.,Migrant workers planning return; those forced to return; workers nearing contract end,Understands return patterns - common business failures, realistic savings, reintegration challenges,Content + Premium,Free content / $10 for return planning package""","Migrant workers planning return; those nearing contract end; workers forced to return; OFWs wanting to come home","Premium planning services","Free return planning content / $10 for comprehensive return planning package / $29 for business evaluation included","","Web/Mobile","$230M return migration services market","$20M","I want to go home but don't know how much savings I need | Everyone suggests sari-sari store but most fail | I don't know what businesses actually work for returnees | I have skills from abroad but don't know how to use them at home","Next.js + Supabase + OpenAI","GPT-4 for planning + local business knowledge","Savings calculator + business evaluator + reintegration planner + timeline manager","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-217","SingaporeFDWHelper","Singapore domestic worker content + AI that helps FDWs navigate rules and manage finances wisely","SEA Remittance","Singapore Helpers","250K+ foreign domestic workers in Singapore face complex rules and financial challenges. AI that explains MOM regulations and helps with financial planning empowers helpers.,Create content for FDWs in Singapore. AI explains MOM rules, helps budget salary for saving and sending home, and tracks important dates (permit renewal, off days).,Foreign domestic workers in Singapore; those preparing to work in SG; employers wanting to help,Singapore-specific regulations - MOM rules, levy, off days, insurance requirements,Content + Freemium,Free content / $5/mo for premium (FDW pricing)","250K+ foreign domestic workers in Singapore face complex rules and financial challenges. AI that explains MOM regulations and helps with financial planning empowers helpers.,Create content for FDWs in Singapore. AI explains MOM rules, helps budget salary for saving and sending home, and tracks important dates (permit renewal, off days).,Foreign domestic workers in Singapore; those preparing to work in SG; employers wanting to help,Singapore-specific regulations - MOM rules, levy, off days, insurance requirements,Content + Freemium,Free content / $5/mo for premium (FDW pricing)""","Foreign domestic workers in Singapore; helpers from Philippines, Indonesia, Myanmar; those preparing to work in Singapore; employers wanting to support their helpers","Freemium with premium features","Free basic guides / S$5/month for premium tools (affordable FDW pricing)","325","Mobile","$180M Singapore FDW services market","$15M","MOM rules are complicated and I don't want to violate unknowingly | I forget important dates like permit renewal | I want to save more but money disappears | I don't know my rights when employer asks me to do things","Next.js + Supabase + OpenAI","GPT-4 for rules + budgeting (MOM info public no API needed)","Rules explainer + budget planner + date tracker + remittance comparator","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-218","MalaysiaWorkerGuide","Malaysia foreign worker content + AI that helps navigate complex Malaysian employment and levy system","SEA Remittance","Malaysia Workers","2M+ foreign workers in Malaysia face complex levy systems and regulations that change often. AI that explains current rules and helps with compliance empowers workers and employers.,Create content for foreign workers in Malaysia. AI explains current regulations, levy requirements, visa rules, and helps both workers and employers stay compliant.,Foreign workers in Malaysia; employers of foreign workers; agents and consultants,Malaysia-specific complexity - levy by sector, FWCMS, visa categories, changing regulations,Content + Subscription,Free content / RM25/mo for compliance tools","2M+ foreign workers in Malaysia face complex levy systems and regulations that change often. AI that explains current rules and helps with compliance empowers workers and employers.,Create content for foreign workers in Malaysia. AI explains current regulations, levy requirements, visa rules, and helps both workers and employers stay compliant.,Foreign workers in Malaysia; employers of foreign workers; agents and consultants,Malaysia-specific complexity - levy by sector, FWCMS, visa categories, changing regulations,Content + Subscription,Free content / RM25/mo for compliance tools""","Foreign workers in Malaysia; employers of foreign workers; HR managers handling foreign worker compliance; agents and consultants","Subscription with employer features","Free worker guides / RM25/month for workers / RM99/month for employer compliance tools","310","Web","$340M Malaysia foreign worker services market","$30M","Levy rates by sector are confusing and change often | I don't understand FWCMS and visa category requirements | Regulations change but I don't hear about updates | Compliance mistakes lead to big penalties","Next.js + Supabase + OpenAI","GPT-4 for regulations (manual updates from official sources)","Rules database + compliance tracker + change alerter + calculator","Phase 1","RECOMMENDED","2024-01-15"
"CLAUDE-219","WarungDigital","Warung and sari-sari store content + AI that helps micro-retailers manage inventory and profits without complex software","SEA SME","Micro Retail","Millions of warungs (Indonesia) and sari-sari stores (Philippines) have zero digital tools but want to grow. POS systems too complex, too expensive.","AI-powered simple inventory and profit tracking designed for informal micro-retailers with WhatsApp-based interface and voice input","Warung owners in Indonesia and sari-sari store owners in Philippines","Freemium with supplier partnerships","Free basic / ₱199 or Rp35k monthly","355","WhatsApp","$5.2B micro-retail digitization market in SEA","500M+","My warung profits disappear but I don't know where | I can't track what sells and what doesn't | I want to grow but don't know my real margins | My kids use smartphones but I can't use business apps","Airtable + WhatsApp Cloud API + voice transcription","Whisper for voice and GPT-4 Vision for inventory images","WhatsApp-based inventory tracker | Voice input for easy logging | Simple profit calculator | Bestseller identifier | Stock reminder alerts","ideation","active","2026-02-03"
"CLAUDE-220","GrabFoodMerchantPro","Food stall content + AI that helps small F&B merchants optimize their GrabFood/Gojek listings and operations","SEA SME","F&B Merchant","Small food stalls join GrabFood/Gojek but don't know how to optimize listings, manage rush hours, or handle ratings.","AI-powered merchant optimization that analyzes your performance and gives actionable tips to increase orders and ratings","Small food stall and warung owners on GrabFood/Gojek/Foodpanda","Freemium SaaS","Free basic / $9.99 SGD monthly","342","Web/Mobile","$2.1B food delivery merchant services market in SEA","200M+","My ratings dropped but I don't know why | I waste food because I can't predict demand","Proactive optimization vs reactive platform tools","GPT-4 for analysis and recommendations","Performance analytics dashboard | Demand prediction tool | Rating improvement suggester | Menu optimization advisor | Competitor benchmarking","ideation","active","2026-02-03"
"CLAUDE-221","SEASMELoanFinder","SME financing content + AI that matches small businesses with appropriate lenders across SEA markets","SEA SME","SME Finance","SMEs struggle to find appropriate financing. Banks reject them, P2P lenders have high rates, government programs are confusing.","AI-powered loan matching that assesses your business and matches with appropriate lenders including government SME programs","SME owners in Philippines/Indonesia/Malaysia/Thailand seeking growth capital","Lead generation with success fees","Free business assessment / Success fee on approved loans (typically 1-2%)","330","Web/Mobile","$12B SME lending market in SEA (addressable via matching)","","I don't know which government programs I qualify for | I don't know how to present my business properly","Next.js and GPT-4 and document processing","GPT-4 for business assessment and lender matching","Business health assessor | Government program eligibility checker | Lender matching algorithm | Application document preparer | Loan comparison calculator","ideation","active","2026-02-03"
"CLAUDE-222","DTIBIRHelper","Philippine business registration content + AI that guides entrepreneurs through DTI/BIR/Mayor's permit maze","SEA SME","Business Registration","Starting a business in Philippines requires DTI, SEC, BIR, Mayor's permit, barangay clearance. Process is confusing and costly if done wrong.","AI-powered business registration guide that walks you through exact requirements based on your business type and location","Filipino entrepreneurs starting businesses; existing informal businesses wanting to formalize; side hustlers going legitimate; SMEs registering additional businesses","One-time fee with optional services","₱499 DIY guide / ₱2999 with document review","333","Web","$890M business registration services market in Philippines","500M+","I don't know which comes first - DTI or BIR | I keep getting rejected for missing documents","Next.js and GPT-4 and PDF generation","GPT-4 for requirements lookup and form guidance","Step-by-step registration wizard | Document requirement checker by business type | Form auto-filler | Application status tracker | LGU-specific requirement database","ideation","active","2026-02-03"
"CLAUDE-223","IndonesiaOSSHelper","Indonesian OSS business licensing content + AI that navigates the complex NIB and KBLI system","SEA SME","Business Registration","Indonesia's OSS (Online Single Submission) system is confusing. Wrong KBLI codes mean rejected applications and wasted time.","AI-powered OSS navigation that helps select correct KBLI codes and complete NIB registration correctly","Indonesian entrepreneurs and SMEs needing business licenses","One-time fee with consultation","Rp150k DIY / Rp750k with review","325","Web","$780M business licensing services market in Indonesia","800M+","I don't know which KBLI code fits my business | My NIB application keeps getting rejected","Next.js and GPT-4 Bahasa","GPT-4 for KBLI matching and OSS guidance","Interactive KBLI finder and checklist generator","ideation","active","2026-02-03"
"CLAUDE-224","SEAFreelancerTax","SEA freelancer content + AI that helps gig workers and freelancers handle taxes across different SEA countries","SEA SME","Freelancer Tax","Freelancers in SEA don't know tax obligations. Many don't file, risking penalties. Rules differ by country and income source.","AI-powered tax guidance for freelancers that explains obligations and helps with filing based on country and income type","Freelancers in Philippines, Indonesia, Malaysia, Thailand, Vietnam; gig workers on Grab, Gojek; remote workers for international companies; content creators with multiple income sources","Freemium with filing services","Free calculator / $15 monthly with filing help","310","Web","$1.1B freelancer tax services market in SEA","200M+","I don't know if I need to pay taxes on my Upwork income | I don't know how to categorize my different income sources","Next.js and GPT-4","GPT-4 for tax rule lookup and calculation","Spreadsheet calculator + guide documents","ideation","active","2026-02-03"
"CLAUDE-225","SSSSPhilHealthPagIbig","Philippine mandatory contributions content + AI that helps employers and self-employed manage SSS/PhilHealth/Pag-IBIG","SEA SME","Compliance","Small employers and self-employed struggle with SSS, PhilHealth, Pag-IBIG contributions. Rates change, deadlines confusing, penalties steep.","AI-powered Philippine mandatory contributions manager that calculates correct SSS, PhilHealth, and Pag-IBIG amounts for both employers and self-employed individuals. Tracks payment deadlines, generates payment references, and explains voluntary contribution options for maximizing benefits.","Small business employers in Philippines; self-employed professionals; freelancers paying voluntary contributions; HR staff managing compliance","Freemium with payroll features","Free calculator / ₱299 monthly with reminders","343","Web/Mobile","$560M Philippine payroll compliance services market","500M+","I missed payment deadlines and got penalized | I don't know the voluntary contribution options as self-employed","Next.js and GPT-4 and scheduling","GPT-4 for rule lookup and deadline management","Contribution calculator and deadline tracker and payment reference generator","ideation","active","2026-02-03"
"CLAUDE-226","MYEPFSOCSOHelper","Malaysian employer content + AI that helps SMEs manage EPF/SOCSO/EIS and PCB tax deductions correctly","SEA SME","Compliance","Malaysian SMEs struggle with EPF, SOCSO, EIS contributions and PCB (monthly tax deductions). Errors mean penalties from LHDN.","AI-powered Malaysian payroll compliance that calculates all mandatory deductions and generates submission files","Malaysian SME owners and HR managers handling payroll","Freemium with payroll features","Free calculator / RM49 monthly","333","Web","$670M Malaysian payroll services market","200M+","I got penalized for late submission","Next.js and GPT-4 and file generation","GPT-4 for rate lookup and calculation verification","Multi-deduction calculator and submission file generator and rate update alerts","ideation","active","2026-02-03"
"CLAUDE-227","VirtualAssistantSEA","VA training content + AI that helps Filipinos land and excel at virtual assistant jobs for international clients","SEA Education","VA Training","Philippines is VA capital but competition is fierce. Many fail to land jobs or underperform due to skill gaps.","AI-powered Virtual Assistant career platform specifically for Filipinos that trains in-demand skills, conducts mock interviews, provides job matching with international clients, and offers ongoing work assistance. Addresses the gap between VA job requirements and Filipino applicant skills.","Filipinos wanting to become VAs; existing VAs wanting to upskill and increase rates; career changers seeking remote work; fresh graduates entering VA industry","Course fees with job matching","₱1999 course / ₱499 monthly job support","335","Web","$2.3B Filipino VA and remote work market","300M+","I apply to hundreds of VA jobs but never hear back | I don't know what skills international clients actually want | My English is good but I struggle in interviews | I landed a job but don't know how to use the tools they want | I want to increase my rate but don't know how to upskill","Next.js and GPT-4 and video content","GPT-4 for coaching and work assistance","Skills gap assessor | Training modules for in-demand skills | Mock interview simulator | Job matching with vetted clients | AI work assistant for on-the-job support","ideation","active","2026-02-03"
"CLAUDE-228","BahasaInggrisAI","English learning content + AI tutor for Indonesian professionals wanting to improve English for career growth","SEA Education","English Learning","Indonesians want better English for career growth but courses are expensive and inconvenient. AI tutoring in Bahasa context.","AI-powered English tutor that teaches through conversation practice with Bahasa Indonesian explanations","Indonesian professionals wanting career growth; workers needing English for promotion; job seekers targeting multinational companies; entrepreneurs dealing with international clients","Subscription","Free trial conversations / Rp99,000/month for unlimited practice / Rp199,000/month with personalized curriculum","347","WhatsApp/Mobile","$3.4B English learning market in Indonesia","500M+","I learned grammar in school but can't speak fluently | I need business English but courses are too general | I want flexible learning that fits my work schedule","","GPT-4 for bilingual tutoring conversations","Conversational AI tutor in Bahasa context | Industry-specific vocabulary builder | Grammar correction with Bahasa explanations | Pronunciation feedback | Progress tracking and curriculum adaptation","ideation","active","2026-02-03"
"CLAUDE-229","ReviewerPH","Philippine board exam content + AI that creates personalized review materials for licensure exams","SEA Education","Exam Prep","Filipinos spend fortunes on review centers for board exams (nursing, engineering, CPA). AI can personalize at fraction of cost.","AI-powered board exam reviewer that creates personalized study plans and practice questions based on weak areas","Filipino professionals preparing for PRC licensure examinations","Subscription per exam","₱499/month for single exam / ₱799/month for comprehensive with mock exams / ₱1,499 for intensive 3-month package","333","Web/Mobile","$1.2B Philippine professional exam prep market","200M+","I failed before and don't know what to focus on | I work and can't attend scheduled review classes | I need practice questions but quality ones are limited","Next.js and GPT-4 and question bank","GPT-4 for question generation and weak area analysis","Diagnostic weak area identifier | AI-generated practice questions by topic | Personalized study plan | Mock exam simulator | Performance tracker with readiness score","ideation","active","2026-02-03"
"CLAUDE-230","TESDASkillsMatch","TESDA content + AI that matches Filipinos with in-demand TESDA courses and tracks certification to jobs","SEA Education","Vocational Training","TESDA offers free/affordable training but people don't know which courses lead to jobs. Many get certificates that don't help employment.","AI-powered TESDA course advisor that matches skills demand with available courses and tracks to actual job placement","TESDA offers free/affordable training but people don't know which courses lead to jobs. Many get certificates that don't help employment.","Freemium with career services","Free course matching / ₱199/month for job demand insights and placement tracking / ₱499 for career coaching","320","Web/Mobile","$670M Philippine vocational training market","500M+","I don't know which TESDA course will actually get me hired | I finished NC2 but still can't find a job | I want to upskill but don't know what employers want","Next.js and GPT-4","GPT-4 for demand analysis and matching","Skills demand analyzer | Course-to-job outcome tracker | Employer hiring pattern insights | Career path mapper | Job market by location tool","ideation","active","2026-02-03"
"CLAUDE-231","ThaiEnglishPro","Thai professional English content + AI that helps Thai workers improve English for better job opportunities","SEA Education","English Learning","Thai professionals struggle with English - big barrier to career growth and higher salaries especially in tourism and business.","AI-powered English learning for Thai professionals with Thai language support and industry-specific vocabulary","Thai professionals wanting career advancement; tourism and hospitality workers; business professionals dealing with international clients; Thai workers seeking better job opportunities","Subscription","Free trial / ฿299/month for standard / ฿599/month for industry-specific curriculum","340","Mobile","$2.8B English learning market in Thailand","400M+","I can read but can't speak confidently | I need business English for my industry specifically","","GPT-4 for bilingual tutoring","Conversational AI with Thai support | Industry-specific modules (tourism, business, healthcare) | Pronunciation trainer | Confidence building exercises | Grammar explanation in Thai","ideation","active","2026-02-03"
"CLAUDE-232","VietTechEnglish","Vietnamese tech English content + AI that helps Vietnamese developers communicate better with international teams","SEA Education","Tech English","Vietnamese developers have strong coding skills but English communication gaps hurt remote work opportunities and salaries.","AI-powered tech English communication platform for Vietnamese developers that focuses on code review discussions, technical documentation, meeting participation, and interview preparation. Helps strong coders overcome the communication barrier to access higher-paying international remote jobs.","Vietnamese developers and programmers; tech workers at local companies wanting international remote jobs; IT professionals preparing for foreign company interviews","Subscription","Free trial / $12/month for standard / $29/month with interview prep","330","Web","$1.4B tech English learning market in Vietnam","150M+","My code is good but I struggle to explain it in English | I can't express myself well in team meetings | I want remote jobs but communication is a barrier","","GPT-4 for tech English tutoring","Code review conversation simulator | Technical documentation writing assistant | Meeting participation trainer | Interview preparation module | Tech vocabulary builder","ideation","active","2026-02-03"
"CLAUDE-233","PAGIBIGHousingHelper","Pag-IBIG housing content + AI that helps Filipinos navigate Pag-IBIG housing loans and find affordable properties","SEA Property","Housing Finance","Pag-IBIG housing loans are affordable but process is confusing. Many don't know eligibility, requirements, or how to find qualified properties.","AI-powered Pag-IBIG housing loan guide that checks eligibility, calculates loan amounts and monthly payments, matches with accredited developers, and walks applicants through the complete process. Special focus on helping OFWs apply from abroad.","Filipino workers wanting to buy homes through Pag-IBIG Fund housing loan program","Lead generation with developer partnerships","Free eligibility check and calculator / Lead referral fees from accredited developers","345","Web/Mobile","$8.9B Philippine affordable housing market","","I don't know if I qualify for Pag-IBIG loan | I don't know which developers are Pag-IBIG accredited | I want to compare Pag-IBIG vs bank loan options | As an OFW I don't know how to apply from abroad","Next.js and GPT-4","GPT-4 for eligibility checking and loan calculation","Eligibility checker and loan calculator and property matching","ideation","active","2026-02-03"
"CLAUDE-234","KPRIndonesiaGuide","Indonesian mortgage content + AI that helps first-time homebuyers navigate KPR and property purchase process","SEA Property","Housing Finance","Indonesian first-time buyers overwhelmed by KPR (mortgage) options, bank requirements, and property legality checks.","AI-powered Indonesian mortgage (KPR) advisor that helps first-time homebuyers compare banks, understand all fees and requirements, check property legality (SHM/SHGB/HGB), and navigate the purchase process. Demystifies the complex KPR landscape for young Indonesian families.","Indonesian first-time homebuyers; young families saving for homes; property investors using leverage; millennials navigating KPR","Lead generation with bank partnerships","Free KPR comparison and calculator / Lead referral fees from partner banks","333","Web/Mobile","$12B Indonesian mortgage market","","I don't understand all the fees and requirements","Next.js and GPT-4","GPT-4 for KPR comparison and guidance","Multi-bank KPR comparator | True cost calculator (including all fees) | Property document checker guide | Eligibility pre-screener | Application document preparer","ideation","active","2026-02-03"
"CLAUDE-235","SGHDBHelper","Singapore HDB content + AI that helps Singaporeans and PRs navigate BTO/resale HDB purchase process","SEA Property","Public Housing","HDB buying is complex - BTO vs resale, grants, eligibility schemes, MOP rules. First-time buyers overwhelmed by regulations.","AI-powered Singapore HDB buying guide that navigates the complex rules for BTO applications, resale purchases, grant eligibility, and scheme qualifications. Checks eligibility for CPF Housing Grant, proximity grants, and first-timer benefits, and creates personalized home buying timelines.","Singaporean couples planning to buy HDB; PRs eligible for resale HDB; singles over 35 buying flats; existing owners looking to upgrade","Freemium with premium features","$0 free / $9.90 SGD for premium","352","Web/Mobile","$2.3B Singapore HDB resale and BTO market (annual)","","I don't know which grants I'm eligible for","Next.js and GPT-4","GPT-4 for HDB rules navigation and eligibility checking","Eligibility checker and grant calculator and timeline planner","ideation","active","2026-02-03"
